"","Year","Sender","Receiver","Weight"
"133190",2019,"MLT","JAM",2788.536886
"133191",2018,"MLT","DOM",325.740588
"133192",2018,"SAU","AGO",80000
"133193",2019,"SAU","AGO",266666.7
"133194",2018,"ISL","DJI",57722.5677084825
"133195",2018,"KWT","NIC",2931277.479
"133196",2019,"KWT","NIC",2448472.35526316
"133197",2018,"HRV","ALB",136025
"133198",2019,"HRV","ALB",166110.16
"133199",2018,"PRT","SSD",324832.998937802
"133200",2019,"PRT","SSD",447700.660472406
"133201",2018,"MLT","BDI",460.285613
"133202",2019,"MLT","BDI",1432.889287
"133203",2018,"SAU","BLZ",13333.33333
"133204",2018,"ROU","SLV",3805.07851145329
"133205",2018,"MLT","LCA",2443.054408
"133206",2019,"MLT","LCA",1931.042203
"133207",2018,"SAU","VEN",13333.33333
"133208",2019,"SAU","VEN",133333.3
"133209",2018,"ISL","NGA",230794.001623729
"133210",2018,"NZL","CUB",12134.3179302712
"133211",2018,"MLT","COG",29505.48802
"133212",2019,"MLT","COG",463.450129
"133213",2018,"SAU","SRB",280000
"133214",2019,"SAU","SRB",6e+05
"133215",2018,"MLT","BWA",5290.924112
"133216",2019,"MLT","BWA",1081.383634
"133217",2018,"MLT","CPV",407.175735
"133218",2018,"ROU","ERI",2876.63935465868
"133219",2018,"PRT","UGA",45438.4515519887
"133220",2019,"PRT","UGA",38023.0605619613
"133221",2018,"KWT","STP",254516.3874
"133222",2018,"MLT","UKR",889.885519
"133223",2019,"MLT","UKR",5932.631815
"133224",2018,"MLT","COL",407.175735
"133225",2019,"MLT","COL",548.52793
"133226",2018,"SAU","HTI",13333.33333
"133227",2019,"SAU","HTI",26666.67
"133228",2018,"SAU","MEX",13333.33333
"133229",2019,"SAU","MEX",40000
"133230",2018,"MLT","GIN",1140.092057
"133231",2019,"MLT","GIN",463.450129
"133232",2018,"SAU","LBY",613333.3333
"133233",2019,"SAU","LBY",1453333.66
"133234",2018,"POL","GUY",4430.414798
"133235",2018,"MLT","VCT",1628.702939
"133236",2019,"MLT","VCT",1853.800515
"133237",2018,"MLT","PAN",244.305441
"133238",2018,"ROU","JAM",58851.8809771442
"133239",2018,"MLT","ZMB",977.221763
"133240",2018,"ISL","SLV",358328.8152782
"133241",2019,"ISL","SLV",85507.13255
"133242",2018,"MLT","CIV",407.175735
"133243",2019,"MLT","CIV",772.416881
"133244",2018,"ROU","HND",2432.71352832247
"133245",2019,"ROU","HND",2531.97111981502
"133246",2018,"MLT","SRB",746.925528
"133247",2018,"ISL","RWA",53567.1238291926
"133248",2018,"MLT","SLV",203.587867
"133249",2018,"MLT","ZAF",2117.31382
"133250",2019,"MLT","ZAF",1616.478227
"133251",2018,"EST","BLZ",25964.8294582792
"133252",2018,"MLT","LSO",810.917031
"133253",2018,"HRV","SOM",51386
"133254",2018,"SAU","KOS",771990.70403
"133255",2019,"SAU","KOS",4245294.172
"133256",2018,"SAU","MNE",186666.66666
"133257",2019,"SAU","MNE",173333.36
"133258",2018,"HUN","CPV",30941.490404
"133259",2019,"HUN","CPV",191389.41457
"133260",2018,"MLT","NAM",1392.659035
"133261",2019,"MLT","NAM",2240.008956
"133262",2018,"MLT","LAO",932.373421
"133263",2018,"MLT","KIR",977.221763
"133264",2019,"MLT","KIR",463.450129
"133265",2018,"AZE","IDN",1e+05
"133266",2018,"ISL","VNM",63785.8469575401
"133267",2019,"ISL","VNM",89359.5227
"133268",2018,"MLT","MDV",1628.702939
"133269",2018,"SAU","TKM",13333.33333
"133270",2018,"ISL","BGD",52677.8135630322
"133271",2019,"ISL","BGD",86442.10363
"133272",2018,"ISL","KAZ",88575.893628203
"133273",2019,"ISL","KAZ",36180.94399
"133274",2018,"SAU","FJI",40000
"133275",2019,"SAU","FJI",40000
"133276",2018,"SVN","IDN",59010.9760415437
"133277",2018,"ISL","FJI",4247.95394446995
"133278",2019,"ISL","FJI",14846.50958
"133279",2018,"ISL","IDN",368176.796192457
"133280",2019,"ISL","IDN",79370.753707
"133281",2018,"ISR","TUV",19021.94776
"133282",2018,"MLT","PNG",991.384397
"133283",2018,"MLT","IDN",40127.46371
"133284",2019,"BGR","MNE",1e+05
"133285",2019,"AZE","ATG",2941
"133286",2019,"AZE","IRN",558824
"133287",2019,"ROU","LSO",367.37294134302
"133288",2019,"ROU","MWI",15884.1017413053
"133289",2019,"AZE","BDI",30000
"133290",2019,"ROU","BLZ",367.37294134302
"133291",2019,"AZE","ALB",550809
"133292",2019,"ROU","MOZ",89586.8529092539
"133293",2019,"RUS","COM",661248.4451
"133294",2019,"BGR","PRK",10000
"133295",2019,"CYP","BDI",11194.4475540132
"133296",2019,"ISL","BFA",4906.082034
"133297",2019,"LTU","CIV",26852.737042427
"133298",2019,"MLT","RWA",223.888951
"133299",2019,"MLT","SEN",386.208441
"133300",2019,"MLT","SUR",772.416881
"133301",2019,"POL","COM",4167.20927204063
"133302",2019,"POL","STP",4167.20927204063
"133303",2019,"SAU","STP",13333.33
"133304",2019,"SVN","MOZ",56226.9226463674
"133305",2018,"THA","BIH",9212.389381
"133306",2019,"THA","BIH",23435.13
"133307",2019,"QAT","BIH",37660
"133308",2019,"QAT","MDA",11959.5
"133309",2019,"QAT","UKR",39517.74658
"133310",1976,"QAT","CPV",5e+05
"133311",1977,"QAT","CPV",5e+05
"133312",1978,"QAT","CPV",2500000
"133313",1979,"QAT","COD",4800000
"133314",2019,"QAT","GNQ",217479.6703
"133315",1976,"QAT","GAB",1500000
"133316",1975,"QAT","GIN",4e+06
"133317",1974,"QAT","MLI",1500000
"133318",1975,"QAT","MLI",3e+06
"133319",1976,"QAT","MLI",2e+06
"133320",1977,"QAT","MLI",290000
"133321",1978,"QAT","MLI",410000
"133322",1979,"QAT","MLI",1120000
"133323",1980,"QAT","MLI",270000
"133324",1981,"QAT","MLI",1190000
"133325",1982,"QAT","MLI",150000
"133326",2019,"QAT","MLI",20000
"133327",2019,"QAT","SSD",20000
"133328",2019,"QAT","TZA",61303.5
"133329",2019,"QAT","CUB",1e+05
"133330",1978,"QAT","IRN",3e+06
"133331",2019,"QAT","IRN",653556.4945
"133332",1974,"QAT","JOR",20070000
"133333",1976,"QAT","JOR",19610000
"133334",1979,"QAT","JOR",82460000
"133335",1980,"QAT","JOR",82100000
"133336",1981,"QAT","JOR",82130000
"133337",1982,"QAT","JOR",54750000
"133338",1986,"QAT","JOR",1.2e+07
"133339",1991,"QAT","JOR",6e+05
"133340",2019,"QAT","JOR",521908.23329
"133341",1973,"QAT","OMN",2130000
"133342",1974,"QAT","OMN",2e+06
"133343",1975,"QAT","OMN",12910000
"133344",1976,"QAT","OMN",5510000
"133345",1986,"QAT","OMN",150000
"133346",2019,"KOR","KOS",54921
"133347",2019,"CZE","BWA",10902.2244898849
"133348",2019,"HUN","DOM",5949.915011
"133349",2019,"ISL","VEN",242898.0401
"133350",2019,"MLT","MOZ",22388.89511
"133351",2019,"POL","LSO",4167.20927204063
"133352",2019,"SAU","SSD",231204.1
"133353",2019,"SAU","PAN",13333.33
"133354",2018,"THA","SRB",5974.041298
"133355",2019,"THA","SRB",4975.97
"133356",2019,"ARE","STP",4950.675197
"133357",2019,"KAZ","BLR",5550.62050947093
"133358",2019,"KAZ","TUR",14587.2684519922
"133359",2019,"KAZ","EGY",9338.73285434357
"133360",1979,"QAT","MLT",1100000
"133361",2019,"QAT","SRB",76030
"133362",2019,"QAT","TUR",52931.50685
"133363",2019,"QAT","LBY",28821.91781
"133364",1974,"QAT","TCD",1e+06
"133365",2019,"QAT","TCD",15000
"133366",2019,"QAT","CIV",25095.89041
"133367",1979,"QAT","ETH",1200000
"133368",1986,"QAT","ETH",70000
"133369",2019,"QAT","ETH",976330.0064
"133370",2019,"QAT","SWZ",95863.46154
"133371",1975,"QAT","BHR",16290000
"133372",1976,"QAT","BHR",15660000
"133373",1977,"QAT","BHR",16700000
"133374",1975,"QAT","SYR",740000
"133375",1976,"QAT","SYR",7070000
"133376",1977,"QAT","SYR",3e+06
"133377",1979,"QAT","SYR",121580000
"133378",1980,"QAT","SYR",121600000
"133379",1981,"QAT","SYR",121580000
"133380",1982,"QAT","SYR",40500000
"133381",2019,"QAT","SYR",19454314.83184
"133382",2019,"MLT","BOL",386.208441
"133383",2018,"THA","KOS",9179.941003
"133384",2019,"HRV","LBY",2360
"133385",2019,"HRV","SYR",242070
"133386",2019,"QAT","KOS",10000
"133387",1974,"QAT","EGY",18410000
"133388",1975,"QAT","EGY",66930000
"133389",1976,"QAT","EGY",63950000
"133390",1977,"QAT","EGY",9.5e+07
"133391",2019,"QAT","EGY",632285.73288
"133392",1975,"QAT","TUN",5210000
"133393",1976,"QAT","TUN",5e+06
"133394",1977,"QAT","TUN",2830000
"133395",1978,"QAT","TUN",1e+07
"133396",1982,"QAT","TUN",14800000
"133397",1983,"QAT","TUN",2700000
"133398",2019,"QAT","TUN",21012238.3674
"133399",1980,"QAT","DJI",2e+06
"133400",2019,"QAT","KEN",31959.5
"133401",1974,"QAT","MRT",1.2e+07
"133402",1975,"QAT","MRT",1500000
"133403",1976,"QAT","MRT",1720000
"133404",1977,"QAT","MRT",220000
"133405",1978,"QAT","MRT",1230000
"133406",1979,"QAT","MRT",1770000
"133407",1980,"QAT","MRT",3330000
"133408",1983,"QAT","MRT",1e+06
"133409",1985,"QAT","MRT",1100000
"133410",2019,"QAT","MRT",50191.78082
"133411",2019,"QAT","RWA",11967
"133412",1975,"QAT","SEN",3e+06
"133413",1976,"QAT","SEN",1500000
"133414",2019,"QAT","SEN",75287.67123
"133415",1973,"QAT","SOM",1010000
"133416",1974,"QAT","SOM",1.6e+07
"133417",1975,"QAT","SOM",2750000
"133418",1978,"QAT","SOM",3500000
"133419",1979,"QAT","SOM",1500000
"133420",1980,"QAT","SOM",8330000
"133421",1985,"QAT","SOM",1e+06
"133422",2019,"QAT","SOM",66975791.88191
"133423",1974,"QAT","SDN",1.4e+07
"133424",1975,"QAT","SDN",2e+06
"133425",1976,"QAT","SDN",650000
"133426",1978,"QAT","SDN",1e+06
"133427",1979,"QAT","SDN",10610000
"133428",1980,"QAT","SDN",1e+07
"133429",1985,"QAT","SDN",2e+06
"133430",2019,"QAT","SDN",4919070.88809
"133431",1975,"QAT","UGA",4e+06
"133432",1976,"QAT","UGA",2e+06
"133433",1978,"QAT","UGA",1140000
"133434",1979,"QAT","UGA",30000
"133435",1983,"QAT","UGA",1900000
"133436",1986,"QAT","UGA",1330000
"133437",1987,"QAT","UGA",1300000
"133438",2019,"QAT","UGA",525095.89041
"133439",1979,"QAT","DOM",1e+05
"133440",2019,"QAT","BRA",5983.5
"133441",1974,"QAT","LBN",2e+06
"133442",1975,"QAT","LBN",880000
"133443",1976,"QAT","LBN",40000
"133444",1979,"QAT","LBN",2160000
"133445",1980,"QAT","LBN",550000
"133446",1981,"QAT","LBN",13690000
"133447",1993,"QAT","LBN",3420000
"133448",1994,"QAT","LBN",2240000
"133449",2019,"QAT","LBN",99502
"133450",2019,"QAT","PSE",313172464.85894
"133451",2019,"EST","MOZ",33583.3426620396
"133452",2019,"EST","VEN",55972.2377700661
"133453",2019,"LTU","HND",1410.50039180566
"133454",2019,"MLT","SWZ",3744.542707
"133455",2019,"SAU","BLR",40000
"133456",2019,"SAU","DOM",13333.33
"133457",2019,"SVK","VEN",33580
"133458",2018,"THA","ALB",4129.79351
"133459",2019,"THA","ALB",8404.01
"133460",2019,"QAT","ALB",25455.1489
"133461",1980,"QAT","DZA",5010000
"133462",1990,"QAT","DZA",6910000
"133463",1991,"QAT","DZA",10930000
"133464",2019,"QAT","DZA",197276.98412
"133465",1974,"QAT","MAR",8e+06
"133466",1975,"QAT","MAR",1.2e+07
"133467",1979,"QAT","MAR",17200000
"133468",2019,"QAT","MAR",6034853.30822
"133469",1980,"QAT","AGO",6e+05
"133470",2019,"QAT","BFA",3277331.6278
"133471",1977,"QAT","CMR",330000
"133472",1978,"QAT","CMR",470000
"133473",1979,"QAT","CMR",460000
"133474",1980,"QAT","CMR",1570000
"133475",1981,"QAT","CMR",140000
"133476",1982,"QAT","CMR",20000
"133477",1976,"QAT","GMB",1070000
"133478",1977,"QAT","GMB",1100000
"133479",2019,"QAT","GMB",5983.5
"133480",1974,"QAT","GNB",1e+06
"133481",2019,"QAT","MOZ",651461.5385
"133482",2019,"QAT","NGA",46716.89041
"133483",1980,"QAT","SLE",2e+06
"133484",2019,"QAT","ECU",15152
"133485",2019,"QAT","PER",6316.5
"133486",2019,"QAT","IRQ",2223598.06
"133487",1973,"QAT","ARE",510000
"133488",1975,"QAT","ARE",3500000
"133489",1985,"QAT","ARE",1e+06
"133490",2019,"QAT","AZE",53534.24658
"133491",2019,"QAT","KAZ",600176.7
"133492",2019,"QAT","GEO",38783.69178
"133493",2019,"SAU","LAO",26666.67
"133494",2019,"POL","TUV",4167.20927204063
"133495",2019,"MLT","CHN",778.103661
"133496",2019,"SAU","SLB",13333.33
"133497",2019,"QAT","KGZ",20000
"133498",2019,"QAT","IND",597022.03
"133499",2019,"QAT","NPL",84609.5
"133500",2019,"MLT","WSM",386.208441
"133501",2019,"LVA","YEM",11194.4475540132
"133502",2019,"ITA","FSM",283370.648158513
"133503",2019,"QAT","CHN",227152.89041
"133504",2019,"QAT","LKA",123912
"133505",2019,"MLT","BGD",849.658569
"133506",2019,"LTU","KHM",129.85559162655
"133507",2019,"QAT","PHL",75392.5
"133508",2019,"QAT","MYS",32627
"133509",2019,"QAT","TJK",15000
"133510",1974,"QAT","BGD",1500000
"133511",2019,"QAT","BGD",1203618.63
"133512",2019,"PRT","TKM",2143.73670659353
"133513",2019,"MLT","VUT",231.725064
"133514",1973,"QAT","YEM",1140000
"133515",1974,"QAT","YEM",2e+06
"133516",1975,"QAT","YEM",3030000
"133517",1976,"QAT","YEM",6690000
"133518",1977,"QAT","YEM",9e+05
"133519",1979,"QAT","YEM",3190000
"133520",1982,"QAT","YEM",1800000
"133521",1983,"QAT","YEM",5e+06
"133522",1984,"QAT","YEM",2e+06
"133523",1985,"QAT","YEM",1e+06
"133524",1986,"QAT","YEM",2670000
"133525",2019,"QAT","YEM",4357465.90905
"133526",2019,"QAT","IDN",70465.25
"133527",2019,"MLT","NPL",2862.117989
"133528",2019,"KAZ","VNM",8681.12344872632
"133529",2019,"QAT","THA",19297.2
"133530",1974,"QAT","PAK",8e+06
"133531",1975,"QAT","PAK",3e+06
"133532",1979,"QAT","PAK",4020000
"133533",1981,"QAT","PAK",9840000
"133534",2019,"QAT","PAK",820540.1
"133535",2019,"HRV","MNG",11790
"133536",2019,"QAT","TKM",20000
"133537",2019,"QAT","VNM",29756.5
"133538",2019,"QAT","AFG",1e+06
"133539",2000,"CHN","AFG",5e+05
"133540",2000,"CHN","ALB",1200000
"133541",2000,"CHN","BGD",65189045.8617942
"133542",2000,"CHN","BWA",2354356.42227386
"133543",2000,"CHN","CIV",1207949.4551602
"133544",2000,"CHN","COD",9996797.15
"133545",2000,"CHN","COG",58229742.0233691
"133546",2000,"CHN","COM",5002759.34884895
"133547",2000,"CHN","CPV",2778283.74686847
"133548",2000,"CHN","ECU",1116597.84735009
"133549",2000,"CHN","ERI",9663595.64128166
"133550",2000,"CHN","ETH",224158.989103204
"133551",2000,"CHN","FJI",7500
"133552",2000,"CHN","GAB",6039747.27580104
"133553",2000,"CHN","GEO",362384.836548062
"133554",2000,"CHN","GHA",10200000
"133555",2000,"CHN","GIN",2416000
"133556",2000,"CHN","JAM",12079494.551602
"133557",2000,"CHN","KAZ",3207949.4551602
"133558",2000,"CHN","KEN",160000
"133559",2000,"CHN","KHM",20308550.8466915
"133560",2000,"CHN","LAO",750000
"133561",2000,"CHN","LBN",603974.727580104
"133562",2000,"CHN","LCA",21070370.3703703
"133563",2000,"CHN","LKA",13280000
"133564",2000,"CHN","MAR",9474723.4164944
"133565",2000,"CHN","MDG",12960533.7707152
"133566",2000,"CHN","MDV",1207949.4551602
"133567",2000,"CHN","MLI",24158989.1032041
"133568",2000,"CHN","MMR",45433609.1750457
"133569",2000,"CHN","MOZ",7807696.73096125
"133570",2000,"CHN","MUS",8861197.56394824
"133571",2000,"CHN","NPL",13359078.2366405
"133572",2000,"CHN","PAK",8613450.89272261
"133573",2000,"CHN","PHL",1.07e+08
"133574",2000,"CHN","PNG",1207949.4551602
"133575",2000,"CHN","PRK",183068515.836408
"133576",2000,"CHN","PSE",362384.836548062
"133577",2000,"CHN","RWA",33944093.1233235
"133578",2000,"CHN","SDN",21719873.6379005
"133579",2000,"CHN","SLE",250000
"133580",2000,"CHN","SRB",2415898.91032041
"133581",2000,"CHN","SYC",250000
"133582",2000,"CHN","TJK",10123848.3654806
"133583",2000,"CHN","TKM",13287444.0067622
"133584",2000,"CHN","TLS",6039747.27580104
"133585",2000,"CHN","TON",4396936.01678316
"133586",2000,"CHN","TTO",3717541.10211978
"133587",2000,"CHN","TUN",3e+06
"133588",2000,"CHN","TZA",6481439.87436641
"133589",2000,"CHN","UGA",4187327.73006382
"133590",2000,"CHN","VNM",53897337.1668331
"133591",2000,"CHN","VUT",5830000
"133592",2000,"CHN","ZMB",6144643.31099664
"133593",2000,"CHN","ZWE",3039804.63790051
"133594",2001,"CHN","AFG",1120814.54390561
"133595",2001,"CHN","AGO",38762908.7811212
"133596",2001,"CHN","BDI",49386618.1792301
"133597",2001,"CHN","BEN",9665163.5124485
"133598",2001,"CHN","BIH",3574000
"133599",2001,"CHN","BOL",1766308.63189996
"133600",2001,"CHN","BWA",12081454.3905606
"133601",2001,"CHN","CAF",9380000
"133602",2001,"CHN","CMR",58525352.412838
"133603",2001,"CHN","COD",15705775.8561121
"133604",2001,"CHN","COG",54533332.5296411
"133605",2001,"CHN","COK",1208145.43905606
"133606",2001,"CHN","COL",1208145.43905606
"133607",2001,"CHN","COM",7416290.87811212
"133608",2001,"CHN","CPV",9516909.48994552
"133609",2001,"CHN","CUB",34728436.3171682
"133610",2001,"CHN","DJI",2410000
"133611",2001,"CHN","ECU",228500
"133612",2001,"CHN","ERI",6e+06
"133613",2001,"CHN","ETH",139872218.158584
"133614",2001,"CHN","FJI",120000
"133615",2001,"CHN","GAB",4847079.50149292
"133616",2001,"CHN","GEO",7852945.35386441
"133617",2001,"CHN","GHA",3628001.77976464
"133618",2001,"CHN","GIN",80922777.76
"133619",2001,"CHN","GNB",7581966.66808766
"133620",2001,"CHN","GNQ",52242413.8053967
"133621",2001,"CHN","IDN",9665163.5124485
"133622",2001,"CHN","IND",604072.719528031
"133623",2001,"CHN","IRN",604072.719528031
"133624",2001,"CHN","JOR",2008145.43905606
"133625",2001,"CHN","KEN",19722770.6566138
"133626",2001,"CHN","KGZ",20417657.9200474
"133627",2001,"CHN","KHM",20881987.5369154
"133628",2001,"CHN","LKA",11032124.6116191
"133629",2001,"CHN","LSO",5223164.09912857
"133630",2001,"CHN","MAR",15129341.2870726
"133631",2001,"CHN","MDA",1208145.43905606
"133632",2001,"CHN","MDG",33624436.3171682
"133633",2001,"CHN","MLI",53140727.1952803
"133634",2001,"CHN","MMR",18726254.3053689
"133635",2001,"CHN","MNG",4832581.75622425
"133636",2001,"CHN","MOZ",46342259.3474153
"133637",2001,"CHN","MUS",9546499.46742441
"133638",2001,"CHN","NAM",4448770.47736203
"133639",2001,"CHN","NER",21746617.9030091
"133640",2001,"CHN","NPL",50777171.2886331
"133641",2001,"CHN","PAK",91812310.6318735
"133642",2001,"CHN","PER",291629.087811212
"133643",2001,"CHN","PNG",4155938.36199055
"133644",2001,"CHN","PRK",138896414.82
"133645",2001,"CHN","PSE",1e+06
"133646",2001,"CHN","RWA",23806344.8778314
"133647",2001,"CHN","SDN",67608145.4390561
"133648",2001,"CHN","SLE",2416290.87811212
"133649",2001,"CHN","SRB",2416290.87811212
"133650",2001,"CHN","SUR",5e+06
"133651",2001,"CHN","SYC",193303.27024897
"133652",2001,"CHN","SYR",3624436.31716819
"133653",2001,"CHN","TGO",29284956.4193805
"133654",2001,"CHN","TJK",604072.719528031
"133655",2001,"CHN","TKM",8437835.56081465
"133656",2001,"CHN","TTO",325113.177444311
"133657",2001,"CHN","TZA",82409541.5393199
"133658",2001,"CHN","UGA",58001088.3952804
"133659",2001,"CHN","UZB",4649323.58060183
"133660",2001,"CHN","VNM",3624436.31716819
"133661",2001,"CHN","VUT",3e+05
"133662",2001,"CHN","WSM",1208145.43905606
"133663",2001,"CHN","YEM",604072.719528031
"133664",2001,"CHN","ZMB",79431639.0300085
"133665",2001,"CHN","ZWE",12061868.4089365
"133666",2002,"CHN","AFG",187195107.085914
"133667",2002,"CHN","AGO",1804082.21929234
"133668",2002,"CHN","ARM",1208164.43858469
"133669",2002,"CHN","AZE",604082.219292344
"133670",2002,"CHN","BEN",27332657.7543387
"133671",2002,"CHN","BGD",20671572.7277401
"133672",2002,"CHN","CAF",13990544.1988107
"133673",2002,"CHN","CIV",59200837.4332842
"133674",2002,"CHN","CMR",103391.578846686
"133675",2002,"CHN","COD",23919494.9530881
"133676",2002,"CHN","COG",9665315.50867751
"133677",2002,"CHN","COK",1208164.43858468
"133678",2002,"CHN","CPV",4368603.86152726
"133679",2002,"CHN","DJI",4668866.66345953
"133680",2002,"CHN","DZA",9e+06
"133681",2002,"CHN","ECU",9860295.24130766
"133682",2002,"CHN","EGY",26955124.333109
"133683",2002,"CHN","ERI",2400000
"133684",2002,"CHN","ETH",6256608.50272194
"133685",2002,"CHN","FJI",7632898.08824432
"133686",2002,"CHN","GAB",7587272.67431184
"133687",2002,"CHN","GEO",1388679.43858469
"133688",2002,"CHN","GHA",56200000
"133689",2002,"CHN","GIN",9625000
"133690",2002,"CHN","GNB",6942359.72439925
"133691",2002,"CHN","GNQ",6e+06
"133692",2002,"CHN","GUY",3624493.31575406
"133693",2002,"CHN","IDN",406140822.192923
"133694",2002,"CHN","JOR",1208164.43858468
"133695",2002,"CHN","KAZ",724898.663150812
"133696",2002,"CHN","KEN",10104330.26232
"133697",2002,"CHN","KGZ",3189554.11786357
"133698",2002,"CHN","KHM",147681288.771694
"133699",2002,"CHN","KIR",5500000
"133700",2002,"CHN","LAO",71328227.6782994
"133701",2002,"CHN","LBN",6604082.21929234
"133702",2002,"CHN","LKA",2614726.05179999
"133703",2002,"CHN","LSO",2285182.70433723
"133704",2002,"CHN","MAR",10366050.8830566
"133705",2002,"CHN","MDA",604082.219292344
"133706",2002,"CHN","MDG",4800000
"133707",2002,"CHN","MKD",6040822.19292344
